Education,Status,Others,Skin Color,Sex
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Some-college, Divorced, Machine-op-inspct, Black, Female
 Some-college, Never-married, Prof-specialty, White, Female
 11th, Married-civ-spouse, Handlers-cleaners, White, Male
 11th, Married-civ-spouse, Other-service, White, Male
 HS-grad, Separated, Machine-op-inspct, Black, Female
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Never-married, Sales, White, Female
 Some-college, Never-married, Exec-managerial, White, Male
 10th, Married-spouse-absent, Farming-fishing, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Some-college, Never-married, Other-service, White, Female
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Some-college, Never-married, Craft-repair, White, Male
 Some-college, Never-married, Other-service, White, Female
 Prof-school, Never-married, Prof-specialty, White, Male
 Assoc-acdm, Never-married, Sales, White, Female
 Some-college, Never-married, Adm-clerical, White, Male
 HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female
 7th-8th, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Never-married, Handlers-cleaners, White, Male
 Some-college, Married-civ-spouse, Transport-moving, White, Male
 11th, Married-civ-spouse, Handlers-cleaners, White, Male
 Prof-school, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Never-married, ?, White, Female
 Some-college, Married-civ-spouse, Machine-op-inspct, White, Male
 10th, Never-married, ?, White, Male
 11th, Never-married, ?, Black, Male
 Assoc-voc, Married-civ-spouse, Farming-fishing, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 Masters, Widowed, Prof-specialty, White, Female
 Some-college, Divorced, Exec-managerial, White, Female
 Some-college, Divorced, Exec-managerial, White, Female
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Divorced, ?, White, Female
 Some-college, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Divorced, Exec-managerial, White, Female
 12th, Divorced, Machine-op-inspct, White, Female
 Bachelors, Divorced, Tech-support, White, Male
 Some-college, Separated, Craft-repair, White, Male
 HS-grad, Never-married, Sales, White, Male
 Some-college, Never-married, Other-service, White, Male
 Some-college, Never-married, Transport-moving, White, Female
 Some-college, Divorced, Sales, White, Female
 HS-grad, Widowed, Craft-repair, White, Female
 11th, Never-married, Adm-clerical, White, Female
 HS-grad, Never-married, Other-service, Asian-Pac-Islander, Female
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Adm-clerical, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 11th, Divorced, Craft-repair, Black, Female
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 Assoc-acdm, Never-married, Adm-clerical, White, Female
 HS-grad, Never-married, Handlers-cleaners, White, Male
 Assoc-voc, Never-married, Tech-support, White, Female
 Bachelors, Married-civ-spouse, Sales, White, Male
 HS-grad, Never-married, Sales, White, Female
 11th, Never-married, Sales, Black, Female
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Divorced, Sales, White, Male
 Prof-school, Married-civ-spouse, Prof-specialty, White, Male
 11th, Never-married, Sales, White, Female
 Prof-school, Married-civ-spouse, Prof-specialty, White, Female
 Some-college, Married-civ-spouse, Handlers-cleaners, White, Male
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Widowed, Adm-clerical, White, Female
 Some-college, Never-married, Farming-fishing, White, Female
 Some-college, Married-civ-spouse, Transport-moving, White, Male
 Masters, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Divorced, Exec-managerial, White, Male
 12th, Divorced, Other-service, White, Female
 Bachelors, Never-married, Sales, White, Male
 Bachelors, Never-married, Machine-op-inspct, White, Male
 Some-college, Married-civ-spouse, Sales, White, Male
 HS-grad, Married-civ-spouse, Adm-clerical, Black, Male
 Masters, Never-married, Prof-specialty, White, Male
 Some-college, Never-married, Tech-support, White, Male
 Some-college, Never-married, Exec-managerial, White, Male
 HS-grad, Married-civ-spouse, Farming-fishing, White, Male
 HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male
 HS-grad, Never-married, Craft-repair, White, Male
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Never-married, Prof-specialty, White, Male
 9th, Widowed, ?, White, Female
 HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 Masters, Divorced, Prof-specialty, White, Male
 7th-8th, Married-civ-spouse, Handlers-cleaners, Other, Female
 HS-grad, Married-civ-spouse, Sales, White, Male
 HS-grad, Never-married, Sales, White, Male
 HS-grad, Never-married, Sales, White, Male
 Some-college, Never-married, Exec-managerial, White, Female
 Some-college, Married-civ-spouse, ?, White, Female
 HS-grad, Separated, Transport-moving, Black, Female
 Bachelors, Never-married, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Prof-school, Never-married, Tech-support, White, Male
 Bachelors, Married-spouse-absent, Adm-clerical, White, Female
 HS-grad, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Married-civ-spouse, Exec-managerial, White, Male
 5th-6th, Married-civ-spouse, Handlers-cleaners, White, Male
 7th-8th, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, Black, Male
 HS-grad, Separated, Exec-managerial, White, Female
 Bachelors, Never-married, Exec-managerial, Asian-Pac-Islander, Female
 HS-grad, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Never-married, Other-service, Black, Male
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Divorced, Adm-clerical, White, Female
 9th, Married-civ-spouse, Transport-moving, White, Male
 Masters, Married-civ-spouse, ?, White, Male
 Some-college, Never-married, Transport-moving, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Female
 HS-grad, Married-civ-spouse, Sales, White, Male
 7th-8th, Divorced, Craft-repair, White, Male
 HS-grad, Never-married, Machine-op-inspct, White, Male
 10th, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Female
 Bachelors, Married-civ-spouse, Adm-clerical, White, Male
 Bachelors, Divorced, Prof-specialty, White, Female
 HS-grad, Divorced, Machine-op-inspct, Black, Male
 Some-college, Divorced, Sales, White, Male
 HS-grad, Divorced, Machine-op-inspct, White, Male
 Some-college, Never-married, Sales, White, Female
 Assoc-voc, Never-married, Other-service, White, Male
 Some-college, Divorced, Machine-op-inspct, White, Male
 HS-grad, Divorced, Adm-clerical, Black, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 7th-8th, Divorced, Sales, White, Female
 Some-college, Married-civ-spouse, ?, White, Female
 Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Female
 Some-college, Never-married, Protective-serv, Black, Female
 Bachelors, Never-married, Prof-specialty, White, Female
 Some-college, Married-civ-spouse, Machine-op-inspct, White, Male
 11th, Never-married, Farming-fishing, White, Male
 Some-college, Married-civ-spouse, Sales, Black, Male
 Bachelors, Never-married, Other-service, White, Male
 Assoc-voc, Married-civ-spouse, Handlers-cleaners, White, Female
 HS-grad, Never-married, Adm-clerical, White, Female
 11th, Never-married, Craft-repair, White, Male
 5th-6th, Married-civ-spouse, Handlers-cleaners, Asian-Pac-Islander, Male
 Some-college, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male
 Some-college, Never-married, Sales, White, Female
 10th, Never-married, Handlers-cleaners, White, Male
 Some-college, Married-civ-spouse, Handlers-cleaners, White, Male
 HS-grad, Married-civ-spouse, Protective-serv, White, Male
 HS-grad, Widowed, Adm-clerical, White, Female
 HS-grad, Separated, Machine-op-inspct, Black, Male
 HS-grad, Never-married, Protective-serv, White, Male
 11th, Never-married, ?, White, Male
 11th, Never-married, Adm-clerical, White, Male
 HS-grad, Never-married, Handlers-cleaners, White, Male
 Some-college, Married-civ-spouse, Transport-moving, White, Male
 Doctorate, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male
 Bachelors, Married-civ-spouse, Sales, White, Male
 HS-grad, Married-civ-spouse, Other-service, White, Male
 HS-grad, Divorced, Adm-clerical, White, Female
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 Bachelors, Never-married, Sales, White, Female
 HS-grad, Married-civ-spouse, Adm-clerical, White, Female
 Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male
 Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male
 5th-6th, Never-married, Handlers-cleaners, White, Male
 7th-8th, Married-civ-spouse, Craft-repair, White, Male
 Assoc-voc, Married-civ-spouse, Tech-support, White, Male
 Assoc-acdm, Married-civ-spouse, Tech-support, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Never-married, Adm-clerical, White, Female
 Some-college, Never-married, Handlers-cleaners, White, Male
 Assoc-voc, Divorced, Craft-repair, White, Female
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 HS-grad, Never-married, Craft-repair, White, Male
 HS-grad, Never-married, Protective-serv, Black, Male
 5th-6th, Married-civ-spouse, Other-service, White, Male
 Assoc-voc, Never-married, Protective-serv, White, Female
 12th, Married-civ-spouse, Transport-moving, White, Male
 Some-college, Divorced, Exec-managerial, White, Female
 HS-grad, Married-civ-spouse, Farming-fishing, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 10th, Never-married, Other-service, White, Male
 HS-grad, Married-civ-spouse, Prof-specialty, Black, Male
 Some-college, Never-married, ?, White, Female
 HS-grad, Married-civ-spouse, Farming-fishing, White, Male
 10th, Never-married, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Masters, Divorced, Prof-specialty, White, Male
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 Assoc-acdm, Widowed, Sales, White, Female
 HS-grad, Divorced, Craft-repair, White, Male
 Bachelors, Never-married, Prof-specialty, Black, Female
 Some-college, Never-married, Machine-op-inspct, White, Female
 HS-grad, Separated, Machine-op-inspct, White, Male
 HS-grad, Divorced, Exec-managerial, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, Amer-Indian-Eskimo, Male
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Never-married, ?, White, Female
 HS-grad, Divorced, Sales, White, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Never-married, Transport-moving, White, Male
 Assoc-acdm, Never-married, Protective-serv, White, Male
 12th, Married-civ-spouse, Craft-repair, White, Male
 10th, Married-civ-spouse, Handlers-cleaners, Black, Male
 Masters, Married-civ-spouse, Prof-specialty, Black, Male
 Some-college, Never-married, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 HS-grad, Married-civ-spouse, Other-service, White, Male
 Some-college, Married-civ-spouse, Handlers-cleaners, White, Male
 10th, Married-civ-spouse, Transport-moving, White, Male
 HS-grad, Married-civ-spouse, ?, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Married-civ-spouse, Sales, White, Male
 Some-college, Married-civ-spouse, Machine-op-inspct, White, Male
 Masters, Married-civ-spouse, Prof-specialty, White, Female
 11th, Never-married, ?, White, Female
 HS-grad, Married-civ-spouse, Sales, White, Female
 Bachelors, Divorced, Exec-managerial, White, Female
 Bachelors, Married-civ-spouse, Exec-managerial, White, Female
 11th, Divorced, Other-service, White, Female
 Assoc-voc, Married-civ-spouse, Tech-support, White, Male
 10th, Never-married, Other-service, White, Female
 Assoc-voc, Divorced, Adm-clerical, White, Female
 Assoc-voc, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Married-civ-spouse, Handlers-cleaners, White, Male
 5th-6th, Married-civ-spouse, ?, White, Male
 Some-college, Married-civ-spouse, Transport-moving, White, Male
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Separated, Tech-support, White, Female
 Some-college, Never-married, Adm-clerical, White, Male
 HS-grad, Never-married, Machine-op-inspct, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Never-married, Other-service, White, Female
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Widowed, Prof-specialty, White, Male
 Some-college, Never-married, Adm-clerical, White, Female
 Some-college, Married-civ-spouse, Farming-fishing, White, Male
 HS-grad, Divorced, Machine-op-inspct, White, Male
 Prof-school, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Divorced, Exec-managerial, White, Female
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 Assoc-voc, Married-civ-spouse, Protective-serv, White, Male
 Bachelors, Divorced, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Bachelors, Never-married, Exec-managerial, White, Male
 HS-grad, Separated, Exec-managerial, White, Female
 Assoc-voc, Never-married, Exec-managerial, White, Female
 HS-grad, Never-married, Other-service, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 HS-grad, Never-married, Machine-op-inspct, White, Female
 HS-grad, Divorced, Exec-managerial, White, Male
 10th, Married-civ-spouse, Machine-op-inspct, Black, Male
 HS-grad, Never-married, Handlers-cleaners, White, Male
 Bachelors, Never-married, Tech-support, Black, Male
 10th, Never-married, ?, White, Male
 HS-grad, Never-married, Sales, White, Male
 HS-grad, Never-married, Handlers-cleaners, White, Male
 HS-grad, Widowed, Prof-specialty, Black, Female
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 Some-college, Divorced, Exec-managerial, Black, Female
 12th, Married-civ-spouse, ?, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 HS-grad, Divorced, Transport-moving, White, Male
 Some-college, Never-married, Transport-moving, White, Male
 HS-grad, Never-married, Craft-repair, Black, Male
 Some-college, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male
 HS-grad, Never-married, ?, White, Male
 Bachelors, Never-married, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 5th-6th, Married-civ-spouse, Craft-repair, White, Male
 12th, Never-married, Adm-clerical, White, Female
 Some-college, Never-married, Adm-clerical, White, Male
 Assoc-voc, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Married-civ-spouse, Sales, White, Male
 HS-grad, Never-married, Handlers-cleaners, Black, Male
 Bachelors, Never-married, Other-service, White, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Exec-managerial, White, Male
 Assoc-voc, Never-married, ?, White, Male
 HS-grad, Married-civ-spouse, Other-service, Black, Male
 Some-college, Married-civ-spouse, Sales, White, Male
 Bachelors, Never-married, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 7th-8th, Married-civ-spouse, Farming-fishing, Black, Male
 HS-grad, Never-married, Other-service, Black, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, Black, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 Masters, Never-married, Prof-specialty, White, Male
 HS-grad, Never-married, Sales, White, Male
 Assoc-acdm, Divorced, Adm-clerical, White, Female
 HS-grad, Married-civ-spouse, Sales, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 5th-6th, Never-married, Handlers-cleaners, White, Male
 Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male
 Doctorate, Married-civ-spouse, Prof-specialty, White, Male
 Assoc-acdm, Divorced, Sales, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Some-college, Divorced, Prof-specialty, Black, Female
 HS-grad, Never-married, Transport-moving, White, Male
 Some-college, Never-married, Exec-managerial, White, Female
 HS-grad, Never-married, Other-service, White, Male
 Some-college, Never-married, Sales, Black, Female
 Some-college, Never-married, Machine-op-inspct, Black, Male
 HS-grad, Never-married, Other-service, White, Female
 Masters, Married-civ-spouse, Handlers-cleaners, White, Male
 10th, Married-civ-spouse, Craft-repair, White, Male
 10th, Married-spouse-absent, Other-service, White, Female
 Some-college, Never-married, Other-service, White, Male
 HS-grad, Never-married, Handlers-cleaners, Black, Male
 Some-college, Never-married, Craft-repair, White, Male
 11th, Never-married, Other-service, White, Male
 HS-grad, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Never-married, Handlers-cleaners, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Never-married, Other-service, White, Female
 Some-college, Married-civ-spouse, Handlers-cleaners, Black, Male
 HS-grad, Never-married, Handlers-cleaners, Black, Male
 HS-grad, Divorced, Other-service, Black, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 5th-6th, Never-married, Craft-repair, White, Male
 HS-grad, Never-married, Sales, White, Female
 Some-college, Divorced, Craft-repair, White, Male
 11th, Never-married, ?, White, Female
 Some-college, Never-married, Other-service, White, Female
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 12th, Divorced, Craft-repair, White, Male
 Some-college, Never-married, Other-service, White, Female
 Some-college, Married-civ-spouse, Prof-specialty, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Female
 HS-grad, Never-married, Machine-op-inspct, White, Female
 Some-college, Married-civ-spouse, Exec-managerial, Black, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Never-married, Handlers-cleaners, Black, Male
 Some-college, Never-married, Adm-clerical, Other, Female
 Some-college, Married-civ-spouse, Prof-specialty, White, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Married-civ-spouse, Tech-support, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, Black, Male
 Some-college, Married-civ-spouse, Adm-clerical, White, Female
 Masters, Divorced, Prof-specialty, White, Male
 7th-8th, Never-married, Other-service, White, Female
 Assoc-acdm, Divorced, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male
 9th, Never-married, Machine-op-inspct, White, Male
 Masters, Married-civ-spouse, Sales, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 10th, Married-civ-spouse, Machine-op-inspct, White, Male
 HS-grad, Divorced, Craft-repair, White, Male
 Doctorate, Divorced, Prof-specialty, Black, Female
 Assoc-acdm, Never-married, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Other-service, White, Male
 Assoc-voc, Married-civ-spouse, Sales, White, Male
 HS-grad, Never-married, Exec-managerial, White, Male
 Some-college, Never-married, Handlers-cleaners, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 11th, Never-married, Other-service, White, Female
 Some-college, Never-married, Adm-clerical, White, Male
 HS-grad, Divorced, Protective-serv, White, Male
 Masters, Divorced, Other-service, White, Female
 HS-grad, Married-civ-spouse, Transport-moving, Other, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Bachelors, Never-married, Adm-clerical, White, Male
 Some-college, Never-married, Adm-clerical, White, Female
 HS-grad, Married-civ-spouse, Farming-fishing, White, Male
 Doctorate, Married-civ-spouse, Prof-specialty, White, Male
 Assoc-acdm, Never-married, Prof-specialty, White, Male
 1st-4th, Married-civ-spouse, ?, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Divorced, Exec-managerial, White, Female
 HS-grad, Divorced, Transport-moving, White, Male
 Bachelors, Married-civ-spouse, Adm-clerical, White, Male
 11th, Married-civ-spouse, Handlers-cleaners, White, Male
 Masters, Married-civ-spouse, Exec-managerial, White, Male
 Assoc-acdm, Divorced, Prof-specialty, White, Male
 HS-grad, Never-married, Machine-op-inspct, White, Male
 Some-college, Married-civ-spouse, ?, White, Male
 Some-college, Never-married, Adm-clerical, White, Female
 Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male
 Assoc-acdm, Widowed, Sales, White, Female
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Bachelors, Separated, Prof-specialty, White, Female
 Some-college, Never-married, Handlers-cleaners, White, Male
 Assoc-acdm, Widowed, Adm-clerical, White, Female
 Some-college, Divorced, Machine-op-inspct, Black, Female
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 11th, Never-married, Handlers-cleaners, Amer-Indian-Eskimo, Male
 9th, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Never-married, Machine-op-inspct, Black, Female
 HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male
 HS-grad, Never-married, Craft-repair, White, Male
 HS-grad, Never-married, ?, Asian-Pac-Islander, Female
 Assoc-voc, Married-civ-spouse, Craft-repair, White, Male
 Assoc-acdm, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo, Female
 5th-6th, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Divorced, Exec-managerial, White, Female
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Assoc-acdm, Never-married, Prof-specialty, White, Male
 HS-grad, Divorced, Sales, Amer-Indian-Eskimo, Female
 HS-grad, Divorced, Protective-serv, White, Male
 10th, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Married-spouse-absent, Adm-clerical, White, Female
 Bachelors, Married-civ-spouse, Exec-managerial, White, Female
 Masters, Never-married, Prof-specialty, White, Female
 Assoc-voc, Never-married, Craft-repair, White, Male
 HS-grad, Never-married, Transport-moving, White, Female
 7th-8th, Married-civ-spouse, Protective-serv, White, Male
 HS-grad, Never-married, Adm-clerical, White, Female
 Some-college, Never-married, Handlers-cleaners, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 HS-grad, Divorced, Exec-managerial, White, Female
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 10th, Married-spouse-absent, Craft-repair, White, Female
 Bachelors, Married-civ-spouse, Sales, Black, Male
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 11th, Never-married, Other-service, Black, Female
 HS-grad, Never-married, Craft-repair, White, Male
 11th, Never-married, Sales, White, Female
 Assoc-voc, Never-married, Other-service, White, Female
 Some-college, Divorced, ?, White, Female
 Some-college, Married-civ-spouse, Adm-clerical, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Never-married, Other-service, White, Female
 Bachelors, Divorced, Exec-managerial, White, Female
 HS-grad, Widowed, Exec-managerial, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Female
 HS-grad, Never-married, Other-service, White, Female
 Some-college, Married-civ-spouse, ?, White, Male
 Some-college, Never-married, ?, White, Male
 Bachelors, Never-married, Adm-clerical, White, Female
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 10th, Married-civ-spouse, Handlers-cleaners, White, Male
 Bachelors, Married-civ-spouse, ?, White, Male
 HS-grad, Never-married, Machine-op-inspct, White, Female
 HS-grad, Married-civ-spouse, Other-service, Black, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Prof-school, Married-civ-spouse, Exec-managerial, White, Male
 11th, Never-married, Handlers-cleaners, White, Male
 Some-college, Never-married, Other-service, White, Male
 10th, Never-married, Transport-moving, Black, Male
 Masters, Never-married, Prof-specialty, White, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 Bachelors, Married-civ-spouse, Adm-clerical, White, Male
 Assoc-voc, Never-married, Prof-specialty, White, Female
 Assoc-acdm, Never-married, ?, White, Female
 Bachelors, Married-civ-spouse, Farming-fishing, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Assoc-acdm, Never-married, Other-service, White, Female
 HS-grad, Married-civ-spouse, Exec-managerial, White, Female
 Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Never-married, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Protective-serv, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Never-married, Prof-specialty, White, Female
 Masters, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Never-married, Exec-managerial, White, Male
 Bachelors, Married-civ-spouse, Sales, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 Some-college, Married-civ-spouse, Machine-op-inspct, White, Male
 Some-college, Never-married, Other-service, White, Female
 Masters, Widowed, Exec-managerial, White, Male
 HS-grad, Divorced, Handlers-cleaners, White, Male
 Some-college, Widowed, Adm-clerical, White, Female
 Some-college, Never-married, ?, White, Female
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Married-civ-spouse, Sales, White, Male
 HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 HS-grad, Married-civ-spouse, Exec-managerial, White, Male
 9th, Never-married, Other-service, Black, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Divorced, Sales, White, Female
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 7th-8th, Married-civ-spouse, Other-service, White, Female
 HS-grad, Divorced, Transport-moving, White, Male
 Doctorate, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Never-married, ?, White, Female
 HS-grad, Married-civ-spouse, Sales, White, Male
 Assoc-acdm, Never-married, Prof-specialty, Black, Female
 Assoc-voc, Never-married, Craft-repair, White, Male
 Some-college, Never-married, ?, White, Male
 12th, Never-married, Other-service, White, Male
 HS-grad, Widowed, Tech-support, Black, Female
 Bachelors, Never-married, Prof-specialty, White, Female
 Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female
 HS-grad, Married-civ-spouse, Sales, White, Male
 Prof-school, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Married-civ-spouse, Sales, White, Male
 11th, Separated, Other-service, White, Female
 HS-grad, Never-married, Adm-clerical, White, Female
 10th, Married-civ-spouse, ?, White, Male
 Some-college, Divorced, Sales, White, Female
 Bachelors, Married-civ-spouse, Protective-serv, White, Male
 Masters, Married-civ-spouse, Exec-managerial, White, Male
 Some-college, Never-married, Farming-fishing, White, Male
 HS-grad, Never-married, Other-service, White, Female
 HS-grad, Married-civ-spouse, ?, White, Male
 HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 9th, Never-married, Craft-repair, White, Male
 HS-grad, Never-married, Handlers-cleaners, White, Male
 Some-college, Never-married, ?, White, Male
 Bachelors, Divorced, Other-service, White, Female
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 11th, Married-civ-spouse, Machine-op-inspct, White, Male
 Some-college, Divorced, Exec-managerial, White, Female
 Some-college, Married-civ-spouse, Handlers-cleaners, White, Male
 Assoc-voc, Never-married, Other-service, White, Male
 HS-grad, Never-married, Other-service, White, Male
 Some-college, Never-married, Exec-managerial, White, Female
 HS-grad, Married-civ-spouse, ?, White, Female
 HS-grad, Never-married, Transport-moving, White, Male
 Some-college, Never-married, Craft-repair, White, Male
 HS-grad, Divorced, Other-service, White, Female
 HS-grad, Never-married, ?, White, Female
